???????????????????????????????????????????????????,,,,,,?????? ? ?????? 23 ?.?. 2569,,,
??????????,??????,????,???????????????,??????????,???????,????????????,????????,??????,????????
QHHRREIT,??????????????????????????????????????????????????? ???????? ?????? ????? ????? ?????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,?????? 1 ?????????????? ??????? ???? 14 ?????????? ?????????????? ??????? ?????????????,10120,0-2286-3484,0-2286-3585,http://www.lhfund.co.th
QHOP,???????????????????????????????????????????? ?????????????,SET,??????????????????????????,??????????????????????????????????????????????????????????????????,"???? 23A, 25 ???????????????????? ?????? 173/27-30, 32-33 ?????????? ?????????????? ??????? ?????????????",10120,0-2786-2000,0-2786-2370-74,-
QLT,?????? ????????? ????? (?????),mai,??????,-,21/3 ?????????? ???????????? ?????????? ?????,21150,0-3869-1408-10,0-3869-2028,www.qualitechplc.com
QTC,?????? ??????? ??????????? ????? (?????),SET,????????????????,?????????????????????????????,?????? 2/2 ?. ???????????? 8 ??? 5 ??????????? ?????????? ?????????????,10240,0-2379-3089-92,0-2379-3097,www.qtc-energy.com
QTCG,?????? ????????? ????? (?????),mai,??????????????????????????,-,?????? 42 ??????????? 187 ??? 2 ??????????? ?????????? ?????????????,10510,02-917-5888,-,www.qtcg.co.th
RABBIT,?????? ?????? ????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 1000/9 ???????????? ????????? ????? - ????? ???????? ?????????? 2404-2407 ??????? 24 ??????????? ????????? ?????????? ?????????????,10900,0-2027-8778,0-2273-8858,www.rabbitholdings.co.th
RAM,?????? ????????????????? ????? (?????),SET,??????,????????,436 ??????????? ??????????? ?????????? ?????????????,10240,0-2743-9999,0-2374-0804,www.ram-hosp.co.th
RATCH,?????? ??? ????? ????? (?????),SET,????????,?????????????????????,72 ????????????? ?????????? ????????????????? ???????,11000,0-2794-9999,0-2794-9998,www.ratch.co.th
RBF,?????? ???? ????? ?? ???? ??????? ????? (?????),SET,???????????????????????,???????????????????,?????? 9 ???????????? 3 ??? 17 ???????????? ?????????? ?????????????,10240,0-2946-6813-18,-,https://www.rbfoodsupply.co.th
RCL,?????? ???? ?? ??? ????? (?????),SET,??????,??????????????????,"????????????????????? ???? 30, 127/35 ????????????? ????????????? ?????????? ?????????????",10120,"0-2296-1096, 0-2296-1093",0-2296-1098,http://www.rclgroup.com
READY,?????? ?????????????? ????? (?????),mai,?????????,-,?????? 51 ???????????? ???????? ?????? 9 - ???????? ???? 17 ???? 1701-1706 ????????? 9 ??????????? ?????????? ?????????????,10240,0-2016-6789,0-2016-6901,www.readyplanet.com
RICHY,?????? ????? ???? 2002 ????? (?????),SET,??????????????????????????,????????????????????,?????? 667/15 ?????????????? ???? 7 ??????????????? ???????????????? ????????????? ?????????????,10700,0-2886-1817,0-2886-1060,www.richy.co.th
RJH,?????? ???????????????? ????? (?????),SET,??????,????????,?????? 111 ??????? 3 ???????? ?????????????? ???????????????????? ???????????????,13000,0-3533-5555-71,0-3533-5555 ext 878,www.rajthanee.com
RML,?????? ????? ????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 548 ????? ??? ????? ????????? ??????? 54 ??????????? ??????????? ?????????? ?????????????,10330,0-2029-1889,0-2029-1891,www.raimonland.com
ROCK,?????? ???????? ????? (?????),SET,??????????????????,????????????????????????????,"294-300 ???????-?????? ???????????, ??????????? ?????????????",10310,0-2123-8888,-,www.rockworth.com
ROCTEC,?????? ??????? ?????? ????? (?????),SET,?????????,??????????????????????????????,?????? 1000/9 ????? ??????? ????????? ????? - ????????????? ?????????? 1801 - 1807 ??????? 18 ??????????? ????????? ?????????? ?????????????,10900,0-2938-3388,0-2938-3489,https://www.roctecglobal.co.th
ROH,?????? ??????????? ????? (?????????) ????? (?????),SET,??????,?????????????????????????,2 ????????????? ???????????? ?????????? ????????? ?????????????,10500,0-2266-0123,0-2236-6646,www.royalorchidsheraton.com
ROJNA,?????? ?????????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 2034/115 ???? 26 ????????????? ???????? ?????????????????? ??????????? ??????????? ?????????????,10310,0-2716-1750-7,0-2716-1758-9,www.rojana.com
RP,?????? ??????????????????? ????? (?????),mai,??????,-,25/1 ???? 8 ?????????? ?????????? ??????????? ????????????,84220,"0-7737-2800-2, 0-2277-4488","0-7737-2804, 0-2277-8521",http://www.rajaferryport.com
RPC,?????? ?????????? ????? (?????),SET,????????,?????????????????????,?????? 86/2 ???????????????? ??????????? ???????????? ??????????? ?????????????,10240,0-2372-3600,0-2372-3327,www.rpcthai.com
RPH,?????? ????????????????? ????? (?????),SET,??????,????????,?????????? 456 ?????? 14 ?????????? ??????????? ????????????????? ???????,40000,0-4333-3555,-,http://www.rph.co.th
RS,?????? ??????? ????? (?????),SET,??????,???????,?????? 27 ????????????????? ???????? ?? ????????????????? ???????????? ?????????? ?????????????,10900,0-2037-8888,-,http://www.rs.co.th
RSP,?????? ??? ?????? ????? (?????),SET,??????,???????,1152 ???????? ???? 18 ?????????? 1801 - 1805 ??? 1808 ???????????? 4 ??????????? ?????????? ?????????????,10110,0-2249-8709,0-2249-8711,www.richsport.co.th
RT,?????? ???????????????? ????? (?????),SET,??????????????????????????,?????????????????????,?????? 292 ???? 4 ????????-???? (??. 26) ?????????? ??????????? ???????????,10560,0-2313-4848,"0-2313-4849, 4787",https://www.rtco.co.th/
RWI,?????? ????????? ??????????? ????? (?????),mai,????????????????,-,"?????????????????????? ?????? 5 ?????-???, ???????????? ??????????????? ?????",21150,0-3868-4522-7,0-3868-4490,www.rwi.co.th
S,?????? ????? ?????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 123 ????????????????? ?? ??????? 40 ???????????????? ????????? ?????????? ?????????????,10900,0-2050-5555,0-2617-6444-5,http://www.singhaestate.co.th
S&J,?.??? ????? ?? ????????????????? ????????????? ????? (?????),SET,??????????????????,????????????????????????,?????? 549/2 ??????????????? ????????????? ?????????? ?????????????,10120,0-2676-2727,0-2676-2726,www.snjinter.com
S11,?????? ??? 11 ????? ????? (?????),SET,?????????????,????????????????????,888 ?????????? 10 ?????????? ?????????? ????????? ?????????????,10220,"0-2790-0888 , 0-2022-8888",0-2158-7948,http://www.sgroup.co.th
SA,?????? ????? ?????? ????? (?????),SET,??????????????????????????,????????????????????,1077/48 ??????????? ????????? ??????? ?????????????,10400,"0-2617-1555, 1306",0-2617-1591,www.siameseasset.co.th
SAAM,?????? ??????????? ????????????? ????? (?????),mai,????????,-,?????? 141 ???????????? ???????? ??????? ???? 10 ???? 2.2 ??????????? 63 (??????) ??????????? ???????????????? ???????? ?????????????,10110,0-2096-1936-7 Ext. 105,0-2096-1936-7 Ext. 111,www.saam.co.th
SABINA,?????? ??????? ????? (?????),SET,??????????????????,??????,177 ???? 8 ???????????????? ?????????? ??????,17130,"0-5643-7156-8, 0-2422-9400","0-5643-7159, 0-2434-5911",www.sabina.co.th
SAF,?????? ???.??.???. ???????? ???? ????? (?????),mai,????????????????,-,110 ???????????? 24 ????????????????????? ??????????? ?????????????? ?????????????,10150,0-2897-4800-3,0-2897-4805,https://www.saf.co.th/
SAFE,?????? ??? ???????????? ????? ????? (?????),SET,??????,????????,496-502 ?????????????? ?????????? 17 ??????????? ?????????? ?????????????,10330,0-2252-3833,0-2252-3833,www.safefertilitygroup.com
SAK,?????? ????????????????? ????? (?????),SET,?????????????,????????????????????,49/47 ??????????????? ?????????? ??????????????????? ?????????,53000,0-5544-4495,0-5544-0371,www.saksiam.com
SALEE,?????? ??????????????? ????? (?????),mai,????????????????,-,18 ???? 10 ??????????? ????????????? ????????,12120,0-2529-5968-99,0-2529-5958-59,www.saleeind.com
SAM,?????? ?????? ???? ????????? ????? (?????),SET,????????????????,????? ??? ?????????????,"75/14,75/17, 85 ???? 5 ?????????????? ????????? ?????????? ?????????? ?????????",74000,0-3483-3891-3,0-3483-3895,www.samchaisteel.com
SAMART,?????? ?????????????????? ????? (?????),SET,?????????,??????????????????????????????,"??????????????????? ???? 35, 99/1 ???? 4 ???????????? ????????????? ????????????? ???????",11120,"0-2502-6000, 0-2975-5777",0-2502-6186,www.samartcorp.com
SAMCO,?????? ??????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 188 ?????????? ???????? ???? 21 ???????? ????????????? ?????????? ?????????????,10400,0-2106-8300,-,www.sammakorn.co.th
SAMTEL,?????? ???????????? ????? (?????),SET,?????????,??????????????????????????????,"??????????????????? ???? 29, 99/7 ??????? 4 ???????????? ????????????? ????????????? ???????",11120,0-2502-6000,0-2583-8696,www.samtel.com
SANKO,?????? ?????? ????????? (?????????) ????? (?????),mai,????????????????,-,3/14 ???? 2 ?????????????????? ??????????? ????????????? ?????,21120,"0-3301-0701-5, 0-2597-9780-2",0-3301-0706-8,www.sankothai.net
SAPPE,?????? ??????? ????? (?????),SET,???????????????????????,???????????????????,?????? 9/3 ???????????????????? ?????????? 56 ?????????? ???????????? ??????????? ?????????????,10230,0-2319-4949,0-2319-7337,www.sappe.com
SAT,?????? ??????? ????????? ????????? ????? (?????),SET,????????????????,???????,215 ??????? 2 ?????????? ??????????? ??????????? ???????????,10540,0-2080-8123,0-2080-8268,www.satpcl.co.th
SAUCE,?????? ???????? ????? (?????),SET,???????????????????????,???????????????????,208 ???? 6 ??????????? ???????????? ?????????? ???????????,10280,0-2703-4444,0-2387-1163,www.gmsauce.com
SAV,?????? ?????? ?????????? ?????????? ????? (?????),SET,??????,??????????????????,99/11 ??????? 4 ??????????????????? ???? 25 ???????????? ????????????? ????????????? ???????,11120,0-2502-6000,-,www.samartaviation.com
SAWAD,?????? ?????????? ???????????? ????? (?????),SET,?????????????,????????????????????,"99/392 ??????????????? ???? 4, 6 ???????????? 10 ??? 3 ???????????? ??????????????? ?????????? ?????????????",10210,0-2693-5555,0-2573-1565,http://www.meebaanmeerod.com
SAWANG,?????? ???????????????? ????? (?????),SET,??????????????????,??????,"307-307/1-4, 56, 305 ?????????? ????????????? ????????? ?????????????",10500,"0-2266-5571, 0-2266-4422","0-2236-5271, 0-2237-7824",-
SC,?????? ????? ?????? ???????????? ????? (?????),SET,??????????????????????????,????????????????????,1010 ???????????????? ??????????? ?????????? ?????????????,10900,0-2949-2000,0-2949-2134,www.scasset.com
SCAP,?????? ?????????? ???????? 1969 ????? (?????),SET,?????????????,????????????????????,"99/392 ??????????????? ???? 1,5,6 ???????????? 10 ??? 3 ???????????? ??????????????? ?????????? ?????????????",10210,0-2073-0677,0-2073-0670,www.srisawadcapital.co.th
SCB,?????? ??????? ????? ????? (?????),SET,?????????????,??????,9 ????????????? ?????????? ?????????????,10900,0-2180-8155,0-2937-7931,www.scbx.com
SCC,?????? ????????????? ????? (?????),SET,??????????????????????????,?????????????,1 ???????????????? ??????????? ?????????? ?????????????,10800,"0-2586-3333, 0-2586-4444","0-2587-2199, 0-2587-2201",www.scg.com
SCCC,?????? ????????????????? ????? (?????),SET,??????????????????????????,?????????????,"???? 3, 10, 12 ???????????????????? ?????? 199 ????????????? ??????????? ?????????? ?????????????",10110,0-2797-7000,0-2797-7001-2,http://www.siamcitycement.com
SCG,?????? ???????? ??????????? ????? (?????),SET,????????,?????????????????????,636 ???? 11 ???????????? 8 ??????????? ???????????? ??????,20230,0-3848-1555,0-3848-1551,https://www.ratchpathana.com
SCGD,?????? ??????? ??????? ????? (?????),SET,??????????????????????????,?????????????,1 ???????????????? ??????????? ?????????? ?????????????,10800,"0-2586-3333,0-2586-5474",-,www.scgdecor.com
SCGP,?????? ??????? ?????????? ????? (?????),SET,????????????????,??????????,?????? 1 ???????????????? ??????????? ?????????? ?????????????,10800,0-2586-2894,0-2586-3007,www.scgpackaging.com
SCI,?????? ??????? ????????? ????? (?????),SET,????????????????,?????????????????????????????,107/1 ??????? 1 ????????-???? ??.27 ????????????? ??????????? ???????????,10560,0-2338-1414-9,0-2708-0326-7,http://www.sci-mfgr.com
SCL,?????? ???.??.???.??????? ????? ????? (?????),mai,????????????????,-,58-60-62-64 ????????????? 3 ?????????????????? ???????????????????? ?????????????,10100,0-2226-1909,0-2224-4122,https://www.sclmotorpart.com
SCM,?????? ?????????? ???????? ????? (?????),SET,??????,???????,?????? 10/1-2 ????????????? ??????????? ?????????? ?????????????,10900,0-2511-5955,0-2511-5944,http://www.successmore.com
SCN,?????? ???? ???????? ????? (?????),SET,????????,?????????????????????,355 ????????????? ?????????? ????????????? ???????,11120,0-2503-4116-21,0-2503-4400,www.scan-inter.com
SCP,?????? ????????????? ????? (?????),SET,??????????????????????????,?????????????,"???????? ??? ?? ???????? ???? 17, 555 ??????????? 63 ???????????????? ???????? ?????????????",10110,0-2711-5134,0-2382-0351-2,www.scp.co.th
SDC,?????? ?????? ??????? ????? (?????),SET,?????????,??????????????????????????????,?????? 99/2 ???? 4 ??????????????????? ???? 34 ???????????? ????????????? ????????????? ???????,11120,0-2502-6000,0-2502-6900,www.samartdigital.com
SE,?????? ????????? ???????? ????? (?????),SET,????????????????,?????????????????????????????,15/1 ?????????????????? 3191 ???????????? ??????????????? ?????,21150,0-3868-2540,0-3868-2539,www.siameastsolutions.com
SEAFCO,?????? ?????? ????? (?????),SET,??????????????????????????,?????????????????????,144 ???????????????? ?????????? ???????????? ?????????????,10510,"0-2919-3354-6, 0-2919-0090-7","0-2919-0098, 0-2518-3088",http://seafco.co.th
SEAOIL,?????? ??????? ????? (?????),SET,????????,?????????????????????,88 ???????? - ???? 30 ?????????? ???????????? ???????? ?????????????,10260,0-2398-9850-1,0-2398-9852,www.seaoilthailand.com
SECURE,?????? ????????? ??????? ????? (?????),mai,?????????,-,9/2 ????????????????????? ????????????? 18 ????????????? ???????????? ??????????? ?????????????,10310,0-2274-0984,-,www.nforcesecure.com
SE-ED,?????? ?????????????? ????? (?????),SET,??????,????????????????,?????? 1858/87-90 ?????????? ???????????? ???????? ?????????????,10260,0-2826-8000,0-2826-8999,www.se-ed.com
SEI,?????? ??????? ??????? ????? (?????),mai,??????????????????,-,?????? 546 ????????????? ???? 7 ????????????? ????????????? ?????????? ?????????????,10900,0-2561-3691-3,0-2561-3694,www.sei.co.th
SELIC,?????? ????? ????? ????? (?????),SET,????????????????,?????????????????????????????,?????? 270 ???????????????????????????? ??????????? ?????????? ?????????????,10160,0-2807-3347-9,0-2807-9453,http://seliccorp.com/
SENA,?????? ?????????????????? ????? (?????),SET,??????????????????????????,????????????????????,?????? 448 ????? ?????????????? ????????????? ????????????? 26 ????????????? ??????????? ?????????????,10310,02-541-4642,02-541-5164,www.sena.co.th
SENX,?????? ???? ????? ????? (?????),mai,??????????????????????????,-,?????? 542 ????????????????????????? ???? 1 ??????????? ?????????????? ?????????? ?????????????,10600,0-2897-8888,0-2897-8822,http://www.senxgroup.com
SFLEX,?????? ???????????? ????? (?????),SET,????????????????,??????????,189/48-49 ??????? 3 ????????????? ??????????? ???????????,10560,0-2708-2555,0-2708-2355,www.starflex.co.th
SFT,?????? ???????????? (?????????) ????? (?????),mai,????????????????,-,?????? 88/8 ???? 12 ??????????? ???????????? ??????????,24130,0-3808-6483,-,www.shrinkflexthailand.com
SGC,?????? ????? ???????? ????? (?????),SET,?????????????,????????????????????,?????????????? ?????? ???? 20 ?????? 72 ???????????? ?????????? ????????? ?????????????,10500,0-2028-2828,-,www.sgcapital.co.th
SGF,?????? ???????? ???????? ????? (?????),mai,?????????????,-,89/1 ???? 3 ??????????????? ???????????????? ????????? ?????????? ?????????????,10900,0-2232-1789,0-2232-1790,www.sgfcap.com
SGP,?????? ???????? ????? ?????????????? ????? (?????),SET,????????,?????????????????????,553 ?????????????????? ????? A ???? 30 ??????????? ???????????? ?????????? ?????????????,10400,0-2120-9999,0-2250-6008,www.siamgas.com
SHANG,?????? ??????-?? ?????? ????? (?????),SET,??????,?????????????????????????,89 ???????????? ???????????? ?????????? ????????? ?????????????,10500,0-2236-7777,0-2236-8579,www.shangri-la.com
SHR,?????? ??? ????? ????? ??????? ????? (?????),SET,??????,?????????????????????????,123 ????????????????? ?? ???? 10 ???????????????? ????????? ?????????? ?????????????,10900,0-2617-6467,-,http://www.shotelsresorts.com
SIAM,?????? ????????????????????????? ????? (?????),SET,??????????????????,????????????????????????????,51 ???? 2 ?????????????????? ??????????????? ?????????????? ???????????,10130,"0-2384-2876, 0-2384-3000, 0-2384-3040",0-2384-2330,http://www.siamsteel.com
SICT,?????? ??????? ?????? ????????? ????? (?????),mai,?????????,-,40 ?????????????????????? ?????????? ?????????? ?????????????,10900,0-2589-9991,0-2589-8881,www.sic.co.th
SIMAT,?????? ????? ????????? ????? (?????),mai,?????????,-,?????? 123/143-144 ??????????? ????????????? ???????????? ?????????????,10520,0-2326-0999,0-2326-1666,www.simat.co.th
